coda,nucleus,onset,jyutping,tone
i,e,kw,kwei5,5
i,e,kw,kwei6,6
u,e,kw,kweu1,1
u,e,kw,kweu2,2
u,e,kw,kweu3,3
u,e,kw,kweu4,4
u,e,kw,kweu5,5
u,e,kw,kweu6,6
,e,kw,kwe1,1
,e,kw,kwe2,2
,e,kw,kwe3,3
,e,kw,kwe4,4
,e,kw,kwe5,5
,e,kw,kwe6,6
p,eo,kw,kweop1,1
p,eo,kw,kweop2,2
p,eo,kw,kweop3,3
p,eo,kw,kweop4,4
p,eo,kw,kweop5,5
p,eo,kw,kweop6,6
t,eo,kw,kweot1,1
t,eo,kw,kweot2,2
t,eo,kw,kweot3,3
t,eo,kw,kweot4,4
t,eo,kw,kweot5,5
t,eo,kw,kweot6,6
k,eo,kw,kweok1,1
k,eo,kw,kweok2,2
k,eo,kw,kweok3,3
k,eo,kw,kweok4,4
k,eo,kw,kweok5,5
k,eo,kw,kweok6,6
m,eo,kw,kweom1,1
m,eo,kw,kweom2,2
m,eo,kw,kweom3,3
m,eo,kw,kweom4,4
m,eo,kw,kweom5,5
m,eo,kw,kweom6,6
n,eo,kw,kweon1,1
n,eo,kw,kweon2,2
n,eo,kw,kweon3,3
n,eo,kw,kweon4,4
n,eo,kw,kweon5,5
n,eo,kw,kweon6,6
ng,eo,kw,kweong1,1
ng,eo,kw,kweong2,2
ng,eo,kw,kweong3,3
ng,eo,kw,kweong4,4
ng,eo,kw,kweong5,5
ng,eo,kw,kweong6,6
i,eo,kw,kweoi1,1
i,eo,kw,kweoi2,2
i,eo,kw,kweoi3,3
i,eo,kw,kweoi4,4
i,eo,kw,kweoi5,5
i,eo,kw,kweoi6,6
u,eo,kw,kweou1,1
u,eo,kw,kweou2,2
u,eo,kw,kweou3,3
u,eo,kw,kweou4,4
u,eo,kw,kweou5,5
u,eo,kw,kweou6,6
,eo,kw,kweo1,1
,eo,kw,kweo2,2
,eo,kw,kweo3,3
,eo,kw,kweo4,4
,eo,kw,kweo5,5
,eo,kw,kweo6,6
p,o,kw,kwop1,1
p,o,kw,kwop2,2
p,o,kw,kwop3,3
p,o,kw,kwop4,4
p,o,kw,kwop5,5
p,o,kw,kwop6,6
t,o,kw,kwot1,1
t,o,kw,kwot2,2
t,o,kw,kwot3,3
t,o,kw,kwot4,4
t,o,kw,kwot5,5
t,o,kw,kwot6,6
k,o,kw,kwok1,1
k,o,kw,kwok2,2
k,o,kw,kwok3,3
k,o,kw,kwok4,4
k,o,kw,kwok5,5
k,o,kw,kwok6,6
m,o,kw,kwom1,1
m,o,kw,kwom2,2
m,o,kw,kwom3,3
m,o,kw,kwom4,4
m,o,kw,kwom5,5
m,o,kw,kwom6,6
n,o,kw,kwon1,1
n,o,kw,kwon2,2
n,o,kw,kwon3,3
n,o,kw,kwon4,4
n,o,kw,kwon5,5
n,o,kw,kwon6,6
ng,o,kw,kwong1,1
ng,o,kw,kwong2,2
ng,o,kw,kwong3,3
ng,o,kw,kwong4,4
ng,o,kw,kwong5,5
ng,o,kw,kwong6,6
i,o,kw,kwoi1,1
i,o,kw,kwoi2,2
i,o,kw,kwoi3,3
i,o,kw,kwoi4,4
i,o,kw,kwoi5,5
i,o,kw,kwoi6,6
u,o,kw,kwou1,1
u,o,kw,kwou2,2
u,o,kw,kwou3,3
u,o,kw,kwou4,4
u,o,kw,kwou5,5
u,o,kw,kwou6,6
,o,kw,kwo1,1
,o,kw,kwo2,2
,o,kw,kwo3,3
,o,kw,kwo4,4
,o,kw,kwo5,5
,o,kw,kwo6,6
p,aa,c,caap1,1
p,aa,c,caap2,2
p,aa,c,caap3,3
p,aa,c,caap4,4
p,aa,c,caap5,5
p,aa,c,caap6,6
t,aa,c,caat1,1
t,aa,c,caat2,2
t,aa,c,caat3,3
t,aa,c,caat4,4
t,aa,c,caat5,5
t,aa,c,caat6,6
k,aa,c,caak1,1
k,aa,c,caak2,2
k,aa,c,caak3,3
k,aa,c,caak4,4
k,aa,c,caak5,5
k,aa,c,caak6,6
m,aa,c,caam1,1
m,aa,c,caam2,2
m,aa,c,caam3,3
m,aa,c,caam4,4
m,aa,c,caam5,5
m,aa,c,caam6,6
n,aa,c,caan1,1
n,aa,c,caan2,2
n,aa,c,caan3,3
n,aa,c,caan4,4
n,aa,c,caan5,5
n,aa,c,caan6,6
ng,aa,c,caang1,1
ng,aa,c,caang2,2
ng,aa,c,caang3,3
ng,aa,c,caang4,4
ng,aa,c,caang5,5
ng,aa,c,caang6,6
i,aa,c,caai1,1
i,aa,c,caai2,2
i,aa,c,caai3,3
i,aa,c,caai4,4
i,aa,c,caai5,5
i,aa,c,caai6,6
u,aa,c,caau1,1
u,aa,c,caau2,2
u,aa,c,caau3,3
u,aa,c,caau4,4
u,aa,c,caau5,5
u,aa,c,caau6,6
,aa,c,caa1,1
,aa,c,caa2,2
,aa,c,caa3,3
,aa,c,caa4,4
,aa,c,caa5,5
,aa,c,caa6,6
p,a,c,cap1,1
p,a,c,cap2,2
p,a,c,cap3,3
p,a,c,cap4,4
p,a,c,cap5,5
p,a,c,cap6,6
t,a,c,cat1,1
t,a,c,cat2,2
t,a,c,cat3,3
t,a,c,cat4,4
t,a,c,cat5,5
t,a,c,cat6,6
k,a,c,cak1,1
k,a,c,cak2,2
k,a,c,cak3,3
k,a,c,cak4,4
k,a,c,cak5,5
k,a,c,cak6,6
m,a,c,cam1,1
m,a,c,cam2,2
m,a,c,cam3,3
m,a,c,cam4,4
m,a,c,cam5,5
m,a,c,cam6,6
n,a,c,can1,1
n,a,c,can2,2
n,a,c,can3,3
n,a,c,can4,4
n,a,c,can5,5
n,a,c,can6,6
ng,a,c,cang1,1
ng,a,c,cang2,2
ng,a,c,cang3,3
ng,a,c,cang4,4
ng,a,c,cang5,5
ng,a,c,cang6,6
i,a,c,cai1,1
i,a,c,cai2,2
i,a,c,cai3,3
i,a,c,cai4,4
i,a,c,cai5,5
i,a,c,cai6,6
u,a,c,cau1,1
u,a,c,cau2,2
u,a,c,cau3,3
u,a,c,cau4,4
u,a,c,cau5,5
u,a,c,cau6,6
,a,c,ca1,1
,a,c,ca2,2
,a,c,ca3,3
,a,c,ca4,4
,a,c,ca5,5
,a,c,ca6,6
p,i,c,cip1,1
p,i,c,cip2,2
p,i,c,cip3,3
p,i,c,cip4,4
p,i,c,cip5,5
p,i,c,cip6,6
t,i,c,cit1,1
t,i,c,cit2,2
t,i,c,cit3,3
t,i,c,cit4,4
t,i,c,cit5,5
t,i,c,cit6,6
k,i,c,cik1,1
k,i,c,cik2,2
k,i,c,cik3,3
k,i,c,cik4,4
k,i,c,cik5,5
k,i,c,cik6,6
m,i,c,cim1,1
m,i,c,cim2,2
m,i,c,cim3,3
m,i,c,cim4,4
m,i,c,cim5,5
m,i,c,cim6,6
n,i,c,cin1,1
n,i,c,cin2,2
n,i,c,cin3,3
n,i,c,cin4,4
n,i,c,cin5,5
n,i,c,cin6,6
ng,i,c,cing1,1
ng,i,c,cing2,2
ng,i,c,cing3,3
ng,i,c,cing4,4
ng,i,c,cing5,5
ng,i,c,cing6,6
i,i,c,cii1,1
i,i,c,cii2,2
i,i,c,cii3,3
i,i,c,cii4,4
i,i,c,cii5,5
i,i,c,cii6,6
u,i,c,ciu1,1
u,i,c,ciu2,2
u,i,c,ciu3,3
u,i,c,ciu4,4
u,i,c,ciu5,5
u,i,c,ciu6,6
,i,c,ci1,1
,i,c,ci2,2
,i,c,ci3,3
,i,c,ci4,4
,i,c,ci5,5
,i,c,ci6,6
p,yu,c,cyup1,1
p,yu,c,cyup2,2
p,yu,c,cyup3,3
p,yu,c,cyup4,4
p,yu,c,cyup5,5
p,yu,c,cyup6,6
t,yu,c,cyut1,1
t,yu,c,cyut2,2
t,yu,c,cyut3,3
t,yu,c,cyut4,4
t,yu,c,cyut5,5
t,yu,c,cyut6,6
k,yu,c,cyuk1,1
k,yu,c,cyuk2,2
k,yu,c,cyuk3,3
k,yu,c,cyuk4,4
k,yu,c,cyuk5,5
k,yu,c,cyuk6,6
m,yu,c,cyum1,1
m,yu,c,cyum2,2
m,yu,c,cyum3,3
m,yu,c,cyum4,4
m,yu,c,cyum5,5
m,yu,c,cyum6,6
n,yu,c,cyun1,1
n,yu,c,cyun2,2
n,yu,c,cyun3,3
n,yu,c,cyun4,4
n,yu,c,cyun5,5
n,yu,c,cyun6,6
ng,yu,c,cyung1,1
ng,yu,c,cyung2,2
ng,yu,c,cyung3,3
ng,yu,c,cyung4,4
ng,yu,c,cyung5,5
ng,yu,c,cyung6,6
i,yu,c,cyui1,1
i,yu,c,cyui2,2
i,yu,c,cyui3,3
i,yu,c,cyui4,4
i,yu,c,cyui5,5
i,yu,c,cyui6,6
u,yu,c,cyuu1,1
u,yu,c,cyuu2,2
u,yu,c,cyuu3,3
u,yu,c,cyuu4,4
u,yu,c,cyuu5,5
u,yu,c,cyuu6,6
,yu,c,cyu1,1
,yu,c,cyu2,2
,yu,c,cyu3,3
,yu,c,cyu4,4
,yu,c,cyu5,5
,yu,c,cyu6,6
p,u,c,cup1,1
p,u,c,cup2,2
p,u,c,cup3,3
p,u,c,cup4,4
p,u,c,cup5,5
p,u,c,cup6,6
t,u,c,cut1,1
t,u,c,cut2,2
t,u,c,cut3,3
t,u,c,cut4,4
t,u,c,cut5,5
t,u,c,cut6,6
k,u,c,cuk1,1
k,u,c,cuk2,2
k,u,c,cuk3,3
k,u,c,cuk4,4
k,u,c,cuk5,5
k,u,c,cuk6,6
m,u,c,cum1,1
m,u,c,cum2,2
m,u,c,cum3,3
m,u,c,cum4,4
m,u,c,cum5,5
m,u,c,cum6,6
n,u,c,cun1,1
n,u,c,cun2,2
n,u,c,cun3,3
n,u,c,cun4,4
n,u,c,cun5,5
n,u,c,cun6,6
ng,u,c,cung1,1
ng,u,c,cung2,2
ng,u,c,cung3,3
ng,u,c,cung4,4
ng,u,c,cung5,5
ng,u,c,cung6,6
i,u,c,cui1,1
i,u,c,cui2,2
i,u,c,cui3,3
i,u,c,cui4,4
i,u,c,cui5,5
i,u,c,cui6,6
u,u,c,cuu1,1
u,u,c,cuu2,2
u,u,c,cuu3,3
u,u,c,cuu4,4
u,u,c,cuu5,5
u,u,c,cuu6,6
,u,c,cu1,1
,u,c,cu2,2
,u,c,cu3,3
,u,c,cu4,4
,u,c,cu5,5
,u,c,cu6,6
p,oe,c,coep1,1
p,oe,c,coep2,2
p,oe,c,coep3,3
p,oe,c,coep4,4
p,oe,c,coep5,5
p,oe,c,coep6,6
t,oe,c,coet1,1
t,oe,c,coet2,2
t,oe,c,coet3,3
t,oe,c,coet4,4
t,oe,c,coet5,5
t,oe,c,coet6,6
k,oe,c,coek1,1
k,oe,c,coek2,2
k,oe,c,coek3,3
k,oe,c,coek4,4
k,oe,c,coek5,5
k,oe,c,coek6,6
m,oe,c,coem1,1
m,oe,c,coem2,2
m,oe,c,coem3,3
m,oe,c,coem4,4
m,oe,c,coem5,5
m,oe,c,coem6,6
n,oe,c,coen1,1
n,oe,c,coen2,2
n,oe,c,coen3,3
n,oe,c,coen4,4
n,oe,c,coen5,5
n,oe,c,coen6,6
ng,oe,c,coeng1,1
ng,oe,c,coeng2,2
ng,oe,c,coeng3,3
ng,oe,c,coeng4,4
ng,oe,c,coeng5,5
ng,oe,c,coeng6,6
i,oe,c,coei1,1
i,oe,c,coei2,2
i,oe,c,coei3,3
i,oe,c,coei4,4
i,oe,c,coei5,5
i,oe,c,coei6,6
u,oe,c,coeu1,1
u,oe,c,coeu2,2
u,oe,c,coeu3,3
u,oe,c,coeu4,4
u,oe,c,coeu5,5
u,oe,c,coeu6,6
,oe,c,coe1,1
,oe,c,coe2,2
,oe,c,coe3,3
,oe,c,coe4,4
,oe,c,coe5,5
,oe,c,coe6,6
p,e,c,cep1,1
p,e,c,cep2,2
p,e,c,cep3,3
p,e,c,cep4,4
p,e,c,cep5,5
p,e,c,cep6,6
t,e,c,cet1,1
t,e,c,cet2,2
t,e,c,cet3,3
t,e,c,cet4,4
t,e,c,cet5,5
t,e,c,cet6,6
k,e,c,cek1,1
k,e,c,cek2,2
k,e,c,cek3,3
k,e,c,cek4,4
k,e,c,cek5,5
k,e,c,cek6,6
m,e,c,cem1,1
m,e,c,cem2,2
m,e,c,cem3,3
m,e,c,cem4,4
m,e,c,cem5,5
m,e,c,cem6,6
n,e,c,cen1,1
n,e,c,cen2,2
n,e,c,cen3,3
n,e,c,cen4,4
n,e,c,cen5,5
n,e,c,cen6,6
ng,e,c,ceng1,1
ng,e,c,ceng2,2
ng,e,c,ceng3,3
ng,e,c,ceng4,4
ng,e,c,ceng5,5
ng,e,c,ceng6,6
i,e,c,cei1,1
i,e,c,cei2,2
i,e,c,cei3,3
i,e,c,cei4,4
i,e,c,cei5,5
i,e,c,cei6,6
u,e,c,ceu1,1
u,e,c,ceu2,2
u,e,c,ceu3,3
u,e,c,ceu4,4
u,e,c,ceu5,5
u,e,c,ceu6,6
,e,c,ce1,1
,e,c,ce2,2
,e,c,ce3,3
,e,c,ce4,4
,e,c,ce5,5
,e,c,ce6,6
p,eo,c,ceop1,1
p,eo,c,ceop2,2
p,eo,c,ceop3,3
p,eo,c,ceop4,4
p,eo,c,ceop5,5
p,eo,c,ceop6,6
t,eo,c,ceot1,1
t,eo,c,ceot2,2
t,eo,c,ceot3,3
t,eo,c,ceot4,4
t,eo,c,ceot5,5
t,eo,c,ceot6,6
k,eo,c,ceok1,1
k,eo,c,ceok2,2
k,eo,c,ceok3,3
k,eo,c,ceok4,4
k,eo,c,ceok5,5
k,eo,c,ceok6,6
m,eo,c,ceom1,1
m,eo,c,ceom2,2
m,eo,c,ceom3,3
m,eo,c,ceom4,4
m,eo,c,ceom5,5
m,eo,c,ceom6,6
n,eo,c,ceon1,1
n,eo,c,ceon2,2
n,eo,c,ceon3,3
n,eo,c,ceon4,4
n,eo,c,ceon5,5
n,eo,c,ceon6,6
ng,eo,c,ceong1,1
ng,eo,c,ceong2,2
ng,eo,c,ceong3,3
ng,eo,c,ceong4,4
ng,eo,c,ceong5,5
ng,eo,c,ceong6,6
i,eo,c,ceoi1,1
i,eo,c,ceoi2,2
i,eo,c,ceoi3,3
i,eo,c,ceoi4,4
i,eo,c,ceoi5,5
i,eo,c,ceoi6,6
u,eo,c,ceou1,1
u,eo,c,ceou2,2
u,eo,c,ceou3,3
u,eo,c,ceou4,4
u,eo,c,ceou5,5
u,eo,c,ceou6,6
,eo,c,ceo1,1
,eo,c,ceo2,2
,eo,c,ceo3,3
,eo,c,ceo4,4
,eo,c,ceo5,5
,eo,c,ceo6,6
p,o,c,cop1,1
p,o,c,cop2,2
p,o,c,cop3,3
p,o,c,cop4,4
p,o,c,cop5,5
p,o,c,cop6,6
t,o,c,cot1,1
t,o,c,cot2,2
t,o,c,cot3,3
t,o,c,cot4,4
t,o,c,cot5,5
t,o,c,cot6,6
k,o,c,cok1,1
k,o,c,cok2,2
k,o,c,cok3,3
k,o,c,cok4,4
k,o,c,cok5,5
k,o,c,cok6,6
m,o,c,com1,1
m,o,c,com2,2
m,o,c,com3,3
m,o,c,com4,4
m,o,c,com5,5
m,o,c,com6,6
n,o,c,con1,1
n,o,c,con2,2
n,o,c,con3,3
n,o,c,con4,4
n,o,c,con5,5
n,o,c,con6,6
ng,o,c,cong1,1
ng,o,c,cong2,2
ng,o,c,cong3,3
ng,o,c,cong4,4
ng,o,c,cong5,5
ng,o,c,cong6,6
i,o,c,coi1,1
i,o,c,coi2,2
i,o,c,coi3,3
i,o,c,coi4,4
i,o,c,coi5,5
i,o,c,coi6,6
u,o,c,cou1,1
u,o,c,cou2,2
u,o,c,cou3,3
u,o,c,cou4,4
u,o,c,cou5,5
u,o,c,cou6,6
,o,c,co1,1
,o,c,co2,2
,o,c,co3,3
,o,c,co4,4
,o,c,co5,5
,o,c,co6,6
p,aa,m,maap1,1
p,aa,m,maap2,2
p,aa,m,maap3,3
p,aa,m,maap4,4
p,aa,m,maap5,5
p,aa,m,maap6,6
t,aa,m,maat1,1
t,aa,m,maat2,2
t,aa,m,maat3,3
t,aa,m,maat4,4
t,aa,m,maat5,5
t,aa,m,maat6,6
k,aa,m,maak1,1
k,aa,m,maak2,2
k,aa,m,maak3,3
k,aa,m,maak4,4
k,aa,m,maak5,5
k,aa,m,maak6,6
m,aa,m,maam1,1
m,aa,m,maam2,2
m,aa,m,maam3,3
m,aa,m,maam4,4
m,aa,m,maam5,5
m,aa,m,maam6,6
n,aa,m,maan1,1
n,aa,m,maan2,2
n,aa,m,maan3,3
n,aa,m,maan4,4
n,aa,m,maan5,5
n,aa,m,maan6,6
ng,aa,m,maang1,1
ng,aa,m,maang2,2
ng,aa,m,maang3,3
ng,aa,m,maang4,4
ng,aa,m,maang5,5
ng,aa,m,maang6,6
i,aa,m,maai1,1
i,aa,m,maai2,2
i,aa,m,maai3,3
i,aa,m,maai4,4
i,aa,m,maai5,5
i,aa,m,maai6,6
u,aa,m,maau1,1
u,aa,m,maau2,2
u,aa,m,maau3,3
u,aa,m,maau4,4
u,aa,m,maau5,5
u,aa,m,maau6,6
,aa,m,maa1,1
,aa,m,maa2,2
,aa,m,maa3,3
,aa,m,maa4,4
,aa,m,maa5,5
,aa,m,maa6,6
p,a,m,map1,1
p,a,m,map2,2
p,a,m,map3,3
p,a,m,map4,4
p,a,m,map5,5
p,a,m,map6,6
t,a,m,mat1,1
t,a,m,mat2,2
t,a,m,mat3,3
t,a,m,mat4,4
t,a,m,mat5,5
t,a,m,mat6,6
k,a,m,mak1,1
k,a,m,mak2,2
k,a,m,mak3,3
k,a,m,mak4,4
k,a,m,mak5,5
k,a,m,mak6,6
m,a,m,mam1,1
m,a,m,mam2,2
m,a,m,mam3,3
m,a,m,mam4,4
m,a,m,mam5,5
m,a,m,mam6,6
n,a,m,man1,1
n,a,m,man2,2
n,a,m,man3,3
n,a,m,man4,4
n,a,m,man5,5
n,a,m,man6,6
ng,a,m,mang1,1
ng,a,m,mang2,2
ng,a,m,mang3,3
ng,a,m,mang4,4
ng,a,m,mang5,5
ng,a,m,mang6,6
i,a,m,mai1,1
i,a,m,mai2,2
i,a,m,mai3,3
i,a,m,mai4,4
i,a,m,mai5,5
i,a,m,mai6,6
u,a,m,mau1,1
u,a,m,mau2,2
u,a,m,mau3,3
u,a,m,mau4,4
u,a,m,mau5,5
u,a,m,mau6,6
,a,m,ma1,1
,a,m,ma2,2
,a,m,ma3,3
,a,m,ma4,4
,a,m,ma5,5
,a,m,ma6,6
p,i,m,mip1,1
p,i,m,mip2,2
p,i,m,mip3,3
p,i,m,mip4,4
p,i,m,mip5,5
p,i,m,mip6,6
t,i,m,mit1,1
t,i,m,mit2,2
t,i,m,mit3,3
t,i,m,mit4,4
t,i,m,mit5,5
t,i,m,mit6,6
k,i,m,mik1,1
k,i,m,mik2,2
k,i,m,mik3,3
k,i,m,mik4,4
k,i,m,mik5,5
k,i,m,mik6,6
m,i,m,mim1,1
m,i,m,mim2,2
m,i,m,mim3,3
m,i,m,mim4,4
m,i,m,mim5,5
m,i,m,mim6,6
n,i,m,min1,1
n,i,m,min2,2
n,i,m,min3,3
n,i,m,min4,4
n,i,m,min5,5
n,i,m,min6,6
ng,i,m,ming1,1
ng,i,m,ming2,2
ng,i,m,ming3,3
ng,i,m,ming4,4
ng,i,m,ming5,5
ng,i,m,ming6,6
i,i,m,mii1,1
i,i,m,mii2,2
i,i,m,mii3,3
i,i,m,mii4,4
i,i,m,mii5,5
i,i,m,mii6,6
u,i,m,miu1,1
u,i,m,miu2,2
u,i,m,miu3,3
u,i,m,miu4,4
u,i,m,miu5,5
u,i,m,miu6,6
,i,m,mi1,1
,i,m,mi2,2
,i,m,mi3,3
,i,m,mi4,4
,i,m,mi5,5
,i,m,mi6,6
p,yu,m,myup1,1
p,yu,m,myup2,2
p,yu,m,myup3,3
p,yu,m,myup4,4
p,yu,m,myup5,5
p,yu,m,myup6,6
t,yu,m,myut1,1
t,yu,m,myut2,2
t,yu,m,myut3,3
t,yu,m,myut4,4
t,yu,m,myut5,5
t,yu,m,myut6,6
k,yu,m,myuk1,1
k,yu,m,myuk2,2
k,yu,m,myuk3,3
k,yu,m,myuk4,4
k,yu,m,myuk5,5
k,yu,m,myuk6,6
m,yu,m,myum1,1
m,yu,m,myum2,2
m,yu,m,myum3,3
m,yu,m,myum4,4
m,yu,m,myum5,5
m,yu,m,myum6,6
n,yu,m,myun1,1
n,yu,m,myun2,2
n,yu,m,myun3,3
n,yu,m,myun4,4
n,yu,m,myun5,5
n,yu,m,myun6,6
ng,yu,m,myung1,1
ng,yu,m,myung2,2
ng,yu,m,myung3,3
ng,yu,m,myung4,4
ng,yu,m,myung5,5
ng,yu,m,myung6,6
i,yu,m,myui1,1
i,yu,m,myui2,2
i,yu,m,myui3,3
i,yu,m,myui4,4
i,yu,m,myui5,5
i,yu,m,myui6,6
u,yu,m,myuu1,1
u,yu,m,myuu2,2
u,yu,m,myuu3,3
u,yu,m,myuu4,4
u,yu,m,myuu5,5
u,yu,m,myuu6,6
,yu,m,myu1,1
,yu,m,myu2,2
,yu,m,myu3,3
,yu,m,myu4,4
,yu,m,myu5,5
,yu,m,myu6,6
p,u,m,mup1,1
p,u,m,mup2,2
p,u,m,mup3,3
p,u,m,mup4,4
p,u,m,mup5,5
p,u,m,mup6,6
t,u,m,mut1,1
t,u,m,mut2,2
t,u,m,mut3,3
t,u,m,mut4,4
t,u,m,mut5,5
t,u,m,mut6,6
k,u,m,muk1,1
k,u,m,muk2,2
k,u,m,muk3,3
k,u,m,muk4,4
k,u,m,muk5,5
k,u,m,muk6,6
m,u,m,mum1,1
m,u,m,mum2,2
m,u,m,mum3,3
m,u,m,mum4,4
m,u,m,mum5,5
m,u,m,mum6,6
n,u,m,mun1,1
n,u,m,mun2,2
n,u,m,mun3,3
n,u,m,mun4,4
n,u,m,mun5,5
n,u,m,mun6,6
ng,u,m,mung1,1
ng,u,m,mung2,2
ng,u,m,mung3,3
ng,u,m,mung4,4
ng,u,m,mung5,5
ng,u,m,mung6,6
i,u,m,mui1,1
i,u,m,mui2,2
i,u,m,mui3,3
i,u,m,mui4,4
i,u,m,mui5,5
i,u,m,mui6,6
u,u,m,muu1,1
u,u,m,muu2,2
u,u,m,muu3,3
u,u,m,muu4,4
u,u,m,muu5,5
u,u,m,muu6,6
,u,m,mu1,1
,u,m,mu2,2
,u,m,mu3,3
,u,m,mu4,4
,u,m,mu5,5
,u,m,mu6,6
p,oe,m,moep1,1
p,oe,m,moep2,2
p,oe,m,moep3,3
p,oe,m,moep4,4
p,oe,m,moep5,5
p,oe,m,moep6,6
t,oe,m,moet1,1
t,oe,m,moet2,2
t,oe,m,moet3,3
t,oe,m,moet4,4
t,oe,m,moet5,5
t,oe,m,moet6,6
k,oe,m,moek1,1
k,oe,m,moek2,2
k,oe,m,moek3,3
k,oe,m,moek4,4
k,oe,m,moek5,5
k,oe,m,moek6,6
m,oe,m,moem1,1
m,oe,m,moem2,2
m,oe,m,moem3,3
m,oe,m,moem4,4
m,oe,m,moem5,5
m,oe,m,moem6,6
n,oe,m,moen1,1
n,oe,m,moen2,2
n,oe,m,moen3,3
n,oe,m,moen4,4
n,oe,m,moen5,5
n,oe,m,moen6,6
ng,oe,m,moeng1,1
ng,oe,m,moeng2,2
ng,oe,m,moeng3,3
ng,oe,m,moeng4,4
ng,oe,m,moeng5,5
ng,oe,m,moeng6,6
i,oe,m,moei1,1
i,oe,m,moei2,2
i,oe,m,moei3,3
i,oe,m,moei4,4
i,oe,m,moei5,5
i,oe,m,moei6,6
u,oe,m,moeu1,1
u,oe,m,moeu2,2
u,oe,m,moeu3,3
u,oe,m,moeu4,4
u,oe,m,moeu5,5
u,oe,m,moeu6,6
,oe,m,moe1,1
,oe,m,moe2,2
,oe,m,moe3,3
,oe,m,moe4,4
,oe,m,moe5,5
,oe,m,moe6,6
p,e,m,mep1,1
p,e,m,mep2,2
p,e,m,mep3,3
p,e,m,mep4,4
p,e,m,mep5,5
p,e,m,mep6,6
t,e,m,met1,1
t,e,m,met2,2
t,e,m,met3,3
t,e,m,met4,4
t,e,m,met5,5
t,e,m,met6,6
k,e,m,mek1,1
k,e,m,mek2,2
k,e,m,mek3,3
k,e,m,mek4,4
k,e,m,mek5,5
k,e,m,mek6,6
m,e,m,mem1,1
m,e,m,mem2,2
m,e,m,mem3,3
m,e,m,mem4,4
m,e,m,mem5,5
m,e,m,mem6,6
n,e,m,men1,1
n,e,m,men2,2
n,e,m,men3,3
n,e,m,men4,4
n,e,m,men5,5
n,e,m,men6,6
ng,e,m,meng1,1
ng,e,m,meng2,2
ng,e,m,meng3,3
ng,e,m,meng4,4
ng,e,m,meng5,5
ng,e,m,meng6,6
i,e,m,mei1,1
i,e,m,mei2,2
i,e,m,mei3,3
i,e,m,mei4,4
i,e,m,mei5,5
i,e,m,mei6,6
u,e,m,meu1,1
u,e,m,meu2,2
u,e,m,meu3,3
u,e,m,meu4,4
u,e,m,meu5,5
u,e,m,meu6,6
,e,m,me1,1
,e,m,me2,2
,e,m,me3,3
,e,m,me4,4
,e,m,me5,5
,e,m,me6,6
p,eo,m,meop1,1
p,eo,m,meop2,2
p,eo,m,meop3,3
p,eo,m,meop4,4
p,eo,m,meop5,5
p,eo,m,meop6,6
t,eo,m,meot1,1
t,eo,m,meot2,2
t,eo,m,meot3,3
t,eo,m,meot4,4
t,eo,m,meot5,5
t,eo,m,meot6,6
k,eo,m,meok1,1
k,eo,m,meok2,2
k,eo,m,meok3,3
k,eo,m,meok4,4
k,eo,m,meok5,5
k,eo,m,meok6,6
m,eo,m,meom1,1
m,eo,m,meom2,2
m,eo,m,meom3,3
m,eo,m,meom4,4
m,eo,m,meom5,5
m,eo,m,meom6,6
n,eo,m,meon1,1
n,eo,m,meon2,2
n,eo,m,meon3,3
n,eo,m,meon4,4
n,eo,m,meon5,5
n,eo,m,meon6,6
ng,eo,m,meong1,1
ng,eo,m,meong2,2
ng,eo,m,meong3,3
ng,eo,m,meong4,4
ng,eo,m,meong5,5
ng,eo,m,meong6,6
i,eo,m,meoi1,1
i,eo,m,meoi2,2
i,eo,m,meoi3,3
i,eo,m,meoi4,4
i,eo,m,meoi5,5
i,eo,m,meoi6,6
u,eo,m,meou1,1
u,eo,m,meou2,2
u,eo,m,meou3,3
u,eo,m,meou4,4
u,eo,m,meou5,5
u,eo,m,meou6,6
,eo,m,meo1,1
,eo,m,meo2,2
,eo,m,meo3,3
,eo,m,meo4,4
,eo,m,meo5,5
,eo,m,meo6,6
p,o,m,mop1,1
p,o,m,mop2,2
p,o,m,mop3,3
p,o,m,mop4,4
p,o,m,mop5,5
p,o,m,mop6,6
t,o,m,mot1,1
t,o,m,mot2,2
t,o,m,mot3,3
t,o,m,mot4,4
t,o,m,mot5,5
t,o,m,mot6,6
k,o,m,mok1,1
k,o,m,mok2,2
k,o,m,mok3,3
k,o,m,mok4,4
k,o,m,mok5,5
k,o,m,mok6,6
m,o,m,mom1,1
m,o,m,mom2,2
m,o,m,mom3,3
m,o,m,mom4,4
m,o,m,mom5,5
m,o,m,mom6,6
n,o,m,mon1,1
n,o,m,mon2,2
n,o,m,mon3,3
n,o,m,mon4,4
n,o,m,mon5,5
n,o,m,mon6,6
ng,o,m,mong1,1
ng,o,m,mong2,2
ng,o,m,mong3,3
ng,o,m,mong4,4
ng,o,m,mong5,5
ng,o,m,mong6,6
i,o,m,moi1,1
i,o,m,moi2,2
i,o,m,moi3,3
i,o,m,moi4,4
i,o,m,moi5,5
i,o,m,moi6,6
u,o,m,mou1,1
u,o,m,mou2,2
u,o,m,mou3,3
u,o,m,mou4,4
u,o,m,mou5,5
u,o,m,mou6,6
,o,m,mo1,1
,o,m,mo2,2
,o,m,mo3,3
,o,m,mo4,4
